
ВРЕМЯ: 0

Результат в узлах (веса):
 ___________________________________________________________________ 
| № элемента     | x              | y              | z              | u*             | 
| 52             | -0.142857      | -0.247436      | 0              | 1.59802e-20    | 
| 53             | -0.428571      | -0.742307      | 0              | 2.92758e-20    | 
| 54             | -1             | -1.73205       | 0              | 9.88035e-21    | 
| 55             | -1.375         | -2.38157       | 0              | 4.55079e-21    | 
| 56             | -2.5           | -4.33013       | 0              | 5.53529e-21    | 
| 57             | -0.0298653     | -0.284149      | 0              | 1.57293e-20    | 
| 58             | -0.0895958     | -0.852447      | 0              | 4.2524e-20     | 
| 59             | -0.209057      | -1.98904       | 0              | 3.42885e-20    | 
| 60             | -0.287453      | -2.73494       | 0              | 3.41911e-20    | 
| 61             | -0.522642      | -4.97261       | 0              | 4.00849e-20    | 
| 62             | 0.0882906      | -0.27173       | 0              | 1.59013e-20    | 
| 63             | 0.264872       | -0.815191      | 0              | 7.8901e-20     | 
| 64             | 0.618034       | -1.90211       | 0              | 9.95727e-20    | 
| 65             | 0.849797       | -2.61541       | 0              | 1.05493e-19    | 
| 66             | 1.54508        | -4.75528       | 0              | 1.17437e-19    | 
| 67             | 0.19118        | -0.212327      | 0              | 1.77129e-20    | 
| 68             | 0.573541       | -0.636981      | 0              | 1.76389e-19    | 
| 69             | 1.33826        | -1.48629       | 0              | 2.60541e-19    | 
| 70             | 1.84011        | -2.04365       | 0              | 2.40662e-19    | 
| 71             | 3.34565        | -3.71572       | 0              | 2.4471e-19     | 
| 72             | 0.261013       | -0.11621       | 0              | -2.84976e-20   | 
| 73             | 0.783039       | -0.348631      | 0              | -1.57548e-19   | 
| 74             | 1.82709        | -0.813473      | 0              | 2.9618e-19     | 
| 75             | 2.51225        | -1.11853       | 0              | 4.08161e-19    | 
| 76             | 4.56773        | -2.03368       | 0              | 3.78009e-19    | 
| 77             | 0              | 0              | 2.5            | -0.000401882   | 
| 78             | 0.285714       | 0              | 2.5            | 7.45868e-05    | 
| 79             | 0.857143       | 0              | 2.5            | -0.00155181    | 
| 80             | 2              | 0              | 2.5            | -0.000328386   | 
| 81             | 2.75           | 0              | 2.5            | -1.08926e-05   | 
| 82             | 5              | 0              | 2.5            | 5.45418e-19    | 
| 83             | 0.261013       | 0.11621        | 2.5            | -8.35076e-05   | 
| 84             | 0.783039       | 0.348631       | 2.5            | -0.000782113   | 
| 85             | 1.82709        | 0.813473       | 2.5            | -0.000238143   | 
| 86             | 2.51225        | 1.11853        | 2.5            | -8.97822e-06   | 
| 87             | 4.56773        | 2.03368        | 2.5            | 4.99022e-19    | 
| 88             | 0.19118        | 0.212327       | 2.5            | -0.000291311   | 
| 89             | 0.573541       | 0.636981       | 2.5            | -0.000249548   | 
| 90             | 1.33826        | 1.48629        | 2.5            | -0.000103414   | 
| 91             | 1.84011        | 2.04365        | 2.5            | -5.08634e-06   | 
| 92             | 3.34565        | 3.71572        | 2.5            | 3.66144e-19    | 
| 93             | 0.0882906      | 0.27173        | 2.5            | -0.000450044   | 
| 94             | 0.264872       | 0.815191       | 2.5            | -7.48206e-05   | 
| 95             | 0.618034       | 1.90211        | 2.5            | -3.33426e-05   | 
| 96             | 0.849797       | 2.61541        | 2.5            | -2.062e-06     | 
| 97             | 1.54508        | 4.75528        | 2.5            | 1.98211e-19    | 
| 98             | -0.0298653     | 0.284149       | 2.5            | -0.000563226   | 
| 99             | -0.0895958     | 0.852447       | 2.5            | -1.31755e-05   | 
| 100            | -0.209057      | 1.98904        | 2.5            | -7.24181e-06   | 
| 101            | -0.287453      | 2.73494        | 2.5            | -5.75345e-07   | 
| 102            | -0.522642      | 4.97261        | 2.5            | 7.52826e-20    | 
| 103            | -0.142857      | 0.247436       | 2.5            | -0.000639551   | 
| 104            | -0.428571      | 0.742307       | 2.5            | 7.88818e-06    | 
| 105            | -1             | 1.73205        | 2.5            | 1.87518e-06    | 
| 106            | -1.375         | 2.38157        | 2.5            | 6.28019e-09    | 
| 107            | -2.5           | 4.33013        | 2.5            | 1.54852e-20    | 
| 108            | -0.231148      | 0.167939       | 2.5            | -0.000686356   | 
| 109            | -0.693443      | 0.503816       | 2.5            | 1.46189e-05    | 
| 110            | -1.61803       | 1.17557        | 2.5            | 4.86603e-06    | 
| 111            | -2.2248        | 1.61641        | 2.5            | 2.09271e-07    | 
| 112            | -4.04508       | 2.93893        | 2.5            | -7.59353e-21   | 
| 113            | -0.279471      | 0.0594033      | 2.5            | -0.000708549   | 
| 114            | -0.838412      | 0.17821        | 2.5            | 1.64728e-05    | 
| 115            | -1.9563        | 0.415823       | 2.5            | 5.71991e-06    | 
| 116            | -2.68991       | 0.571757       | 2.5            | 2.6996e-07     | 
| 117            | -4.89074       | 1.03956        | 2.5            | -1.49532e-20   | 
| 118            | -0.279471      | -0.0594033     | 2.5            | -0.000708549   | 
| 119            | -0.838412      | -0.17821       | 2.5            | 1.64728e-05    | 
| 120            | -1.9563        | -0.415823      | 2.5            | 5.71991e-06    | 
| 121            | -2.68991       | -0.571757      | 2.5            | 2.6996e-07     | 
| 122            | -4.89074       | -1.03956       | 2.5            | -1.49532e-20   | 
| 123            | -0.231148      | -0.167939      | 2.5            | -0.000686356   | 
| 124            | -0.693443      | -0.503816      | 2.5            | 1.46189e-05    | 
| 125            | -1.61803       | -1.17557       | 2.5            | 4.86603e-06    | 
| 126            | -2.2248        | -1.61641       | 2.5            | 2.09271e-07    | 
| 127            | -4.04508       | -2.93893       | 2.5            | -7.59351e-21   | 
| 128            | -0.142857      | -0.247436      | 2.5            | -0.000639551   | 
| 129            | -0.428571      | -0.742307      | 2.5            | 7.88818e-06    | 
| 130            | -1             | -1.73205       | 2.5            | 1.87518e-06    | 
| 131            | -1.375         | -2.38157       | 2.5            | 6.28019e-09    | 
| 132            | -2.5           | -4.33013       | 2.5            | 1.54851e-20    | 
| 133            | -0.0298653     | -0.284149      | 2.5            | -0.000563226   | 
| 134            | -0.0895958     | -0.852447      | 2.5            | -1.31755e-05   | 
| 135            | -0.209057      | -1.98904       | 2.5            | -7.24181e-06   | 
| 136            | -0.287453      | -2.73494       | 2.5            | -5.75345e-07   | 
| 137            | -0.522642      | -4.97261       | 2.5            | 7.52825e-20    | 
| 138            | 0.0882906      | -0.27173       | 2.5            | -0.000450044   | 
| 139            | 0.264872       | -0.815191      | 2.5            | -7.48206e-05   | 
| 140            | 0.618034       | -1.90211       | 2.5            | -3.33426e-05   | 
| 141            | 0.849797       | -2.61541       | 2.5            | -2.062e-06     | 
